Q1,Q2,Q3,Q4,Q5,Q6,Q10,Q11,Q12,Q13,Q14,Q15,Q19,Q20,Q21,Q22,Q25,Q26,Q27,Q28
Well-balanced,Rarely,Mostly predictable,High,Improve productivity,Controlled,Managing,Moderate,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Comfortable,Mostly clear,Occasional,High,Mostly refreshed,Comfortable,Mild
High,Almost daily,Highly unpredictable,Moderate,Improve productivity,Busy,Managing,Weak,Mentally drained,Clarify immediately,Occasionally,Analyze and fix,Often,Very comfortable,Mostly clear,Occasional,High,Fully refreshed,Noticeable strain,Minimal
High,Rarely,Highly unpredictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Often,Very comfortable,Mostly clear,Rare,High,Mostly refreshed,Comfortable,Noticeable
Slightly high,Frequently,Mostly predictable,Moderate,Improve productivity,Busy,In control,Moderate,Satisfied and clear,Delay starting,Rarely,Adjust quickly,Often,Very comfortable,Mostly clear,Constant,Low,Fully refreshed,Slight discomfort,Minimal
Slightly high,Frequently,Mostly predictable,High,Improve productivity,Controlled,Managing,Weak,Slightly tired,Delay starting,Frequently,Analyze and fix,Sometimes,Comfortable,Clear,Frequent,High,Mostly refreshed,Comfortable,Minimal
High,Occasionally,Predictable,High,Improve productivity,Hectic,Managing,Very weak,Satisfied and clear,Delay starting,Frequently,Feel stressed,Rarely,Very comfortable,Clear,Rare,Moderate,Mostly refreshed,Noticeable strain,Minimal
High,Almost daily,Predictable,High,Improve productivity,Controlled,In control,Weak,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Sometimes,Comfortable,Clear,Occasional,Moderate,Fully refreshed,Noticeable strain,Mild
Very high,Occasionally,Mostly predictable,No control,Reduce productivity,Busy,Managing,Strong,Slightly tired,Try to figure out,Constantly,Analyze and fix,Rarely,Slightly uncomfortable,Sometimes unclear,Rare,Very low,Mostly refreshed,Comfortable,Mild
Well-balanced,Occasionally,Mostly predictable,Moderate,Slight impact,Controlled,Struggling,Strong,Mentally drained,Clarify immediately,Rarely,Feel stressed,Sometimes,Comfortable,Mostly clear,Frequent,Moderate,Fully refreshed,Comfortable,Mild
Well-balanced,Almost daily,Sometimes unpredictable,Moderate,Slight impact,Controlled,In control,Weak,Satisfied and clear,Clarify immediately,Rarely,Feel stressed,Rarely,Slightly uncomfortable,Clear,Occasional,High,Mostly refreshed,Noticeable strain,Mild
Well-balanced,Rarely,Mostly predictable,High,Major disruption,Hectic,In control,Moderate,Slightly tired,Clarify immediately,Frequently,Adjust quickly,Always,Uncomfortable,Clear,Occasional,High,Slightly refreshed,Noticeable strain,Mild
High,Occasionally,Predictable,No control,Slight impact,Controlled,In control,Strong,Slightly tired,Clarify immediately,Frequently,Adjust quickly,Sometimes,Uncomfortable,Sometimes unclear,Rare,High,Mostly refreshed,Slight discomfort,Noticeable
Well-balanced,Rarely,Mostly predictable,Moderate,Reduce productivity,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Adjust quickly,Often,Comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Noticeable
High,Rarely,Highly unpredictable,High,Slight impact,Chaotic,In control,Very weak,Slightly tired,Try to figure out,Rarely,Feel stressed,Sometimes,Very comfortable,Clear,Frequent,High,Mostly refreshed,Slight discomfort,Noticeable
Well-balanced,Frequently,Predictable,Moderate,Slight impact,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Adjust quickly,Always,Very comfortable,Mostly clear,Rare,Low,Not refreshed,Comfortable,Noticeable
Well-balanced,Occasionally,Mostly predictable,High,Improve productivity,Busy,Managing,Moderate,Mentally drained,Clarify immediately,Frequently,Analyze and fix,Often,Comfortable,Sometimes unclear,Occasional,Moderate,Fully refreshed,Slight discomfort,Noticeable
Slightly high,Occasionally,Predictable,Low,Reduce productivity,Busy,Struggling,Moderate,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Rarely,Very comfortable,Mostly clear,Occasional,High,Mostly refreshed,Noticeable strain,Minimal
Well-balanced,Occasionally,Predictable,No control,Reduce productivity,Controlled,Managing,Moderate,Satisfied and clear,Clarify immediately,Rarely,Feel stressed,Always,Comfortable,Mostly clear,Frequent,High,Fully refreshed,Comfortable,Mild
Well-balanced,Occasionally,Predictable,Low,Improve productivity,Busy,In control,Moderate,Satisfied and clear,Delay starting,Rarely,Feel stressed,Always,Slightly uncomfortable,Clear,Rare,Low,Fully refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Predictable,High,Slight impact,Busy,In control,Strong,Mentally drained,Delay starting,Rarely,Avoid dealing,Sometimes,Very comfortable,Clear,Rare,Moderate,Slightly refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Mostly predictable,Moderate,Slight impact,Busy,In control,Strong,Overwhelmed,Try to figure out,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Frequent,Very low,Mostly refreshed,Comfortable,High
High,Occasionally,Predictable,High,Slight impact,Hectic,Managing,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Often unclear,Occasional,Low,Mostly refreshed,Slight discomfort,Minimal
High,Frequently,Predictable,High,Improve productivity,Busy,Managing,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Slightly uncomfortable,Clear,Occasional,High,Fully refreshed,Uncomfortable,Noticeable
Well-balanced,Frequently,Sometimes unpredictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Delay starting,Rarely,Adjust quickly,Often,Comfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Minimal
Slightly high,Occasionally,Mostly predictable,Low,Slight impact,Hectic,In control,Strong,Satisfied and clear,Delay starting,Frequently,Avoid dealing,Always,Very comfortable,Mostly clear,Occasional,Low,Mostly refreshed,Noticeable strain,Mild
Well-balanced,Rarely,Mostly predictable,Moderate,Improve productivity,Controlled,Struggling,Strong,Slightly tired,Delay starting,Occasionally,Analyze and fix,Often,Comfortable,Clear,Rare,Moderate,Slightly refreshed,Comfortable,Mild
Slightly high,Occasionally,Mostly predictable,High,Improve productivity,Hectic,Struggling,Moderate,Slightly tired,Try to figure out,Rarely,Analyze and fix,Often,Uncomfortable,Clear,Rare,Low,Slightly refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Predictable,Low,Reduce productivity,Controlled,Struggling,Weak,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Always,Very comfortable,Clear,Rare,Moderate,Mostly refreshed,Uncomfortable,Mild
Well-balanced,Rarely,Sometimes unpredictable,High,Slight impact,Busy,Managing,Weak,Satisfied and clear,Delay starting,Occasionally,Analyze and fix,Sometimes,Comfortable,Clear,Frequent,Low,Slightly refreshed,Noticeable strain,Noticeable
Well-balanced,Almost daily,Predictable,High,Reduce productivity,Controlled,Managing,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Rare,Low,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Occasionally,Predictable,High,Improve productivity,Controlled,In control,Weak,Mentally drained,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Clear,Occasional,High,Fully refreshed,Noticeable strain,Mild
Slightly high,Occasionally,Mostly predictable,Low,Improve productivity,Controlled,Managing,Strong,Slightly tired,Try to figure out,Occasionally,Analyze and fix,Sometimes,Slightly uncomfortable,Mostly clear,Occasional,Low,Fully refreshed,Comfortable,Mild
Well-balanced,Occasionally,Mostly predictable,Low,Major disruption,Busy,Struggling,Very weak,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Sometimes unclear,Occasional,Moderate,Fully refreshed,Noticeable strain,Noticeable
Slightly high,Occasionally,Sometimes unpredictable,High,Slight impact,Busy,In control,Strong,Slightly tired,Delay starting,Rarely,Adjust quickly,Always,Slightly uncomfortable,Mostly clear,Occasional,Moderate,Fully refreshed,Slight discomfort,High
High,Frequently,Sometimes unpredictable,No control,Reduce productivity,Controlled,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Often,Very comfortable,Sometimes unclear,Rare,High,Fully refreshed,Comfortable,Minimal
High,Almost Daily,Predictable,Low,Slight impact,Controlled,In control,Moderate,Slightly tired,Delay starting,Occasionally,Analyze and fix,Always,Very comfortable,Sometimes unclear,Rare,High,Fully refreshed,Noticeable strain,Noticeable
Well-balanced,Occasionally,Mostly predictable,Low,Reduce productivity,Chaotic,In control,Moderate,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Always,Slightly uncomfortable,Clear,Frequent,Low,Fully refreshed,Slight discomfort,Mild
Well-balanced,Frequently,Mostly predictable,High,Slight impact,Chaotic,Managing,Strong,Satisfied and clear,Try to figure out,Frequently,Feel stressed,Sometimes,Very comfortable,Often unclear,Occasional,Moderate,Mostly refreshed,Slight discomfort,Noticeable
High,Rarely,Mostly predictable,High,Improve productivity,Controlled,In control,Moderate,Mentally drained,Avoid it,Occasionally,Adjust quickly,Often,Very comfortable,Clear,Occasional,Low,Mostly refreshed,Slight discomfort,Mild
Slightly high,Rarely,Predictable,Low,Improve productivity,Chaotic,In control,Weak,Slightly tired,Avoid it,Rarely,Analyze and fix,Always,Slightly uncomfortable,Mostly clear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
Very high,Frequently,Predictable,Moderate,Slight impact,Controlled,Managing,Strong,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Sometimes,Very comfortable,Sometimes unclear,Rare,Moderate,Fully refreshed,Slight discomfort,Minimal
Slightly High,Occasionally,Predictable,High,Improve productivity,Hectic,In control,Weak,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Sometimes unclear,Rare,Low,Mostly refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Sometimes unpredictable,High,Improve productivity,Busy,Struggling,Strong,Mentally drained,Try to figure out,Frequently,Analyze and fix,Often,Very comfortable,Often unclear,Frequent,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Frequently,Mostly predictable,Low,Slight impact,Controlled,Managing,Weak,Mentally drained,Try to figure out,Occasionally,Adjust quickly,Always,Comfortable,Mostly clear,Rare,Moderate,Mostly refreshed,Comfortable,Noticeable
Well-balanced,Frequently,Predictable,Moderate,Improve productivity,Busy,Overwhelmed,Moderate,Slightly tired,Try to figure out,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Frequent,Low,Fully refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Predictable,High,Improve productivity,Hectic,In control,Very weak,Satisfied and clear,Try to figure out,Frequently,Adjust quickly,Often,Very comfortable,Mostly clear,Occasional,Low,Mostly refreshed,Slight discomfort,Minimal
Slightly high,Almost Daily,Predictable,Low,Slight impact,Busy,Struggling,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Comfortable,Clear,Occasional,High,Fully refreshed,Noticeable strain,Noticeable
Slightly high,Occasionally,Mostly predictable,High,Major disruption,Controlled,Managing,Moderate,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Sometimes,Very comfortable,Sometimes unclear,Frequent,Moderate,Fully refreshed,Uncomfortable,Minimal
Well-balanced,Occasionally,Highly unpredictable,High,Improve productivity,Hectic,Struggling,Strong,Slightly tired,Try to figure out,Frequently,Analyze and fix,Always,Very comfortable,Clear,Constant,Low,Fully refreshed,Comfortable,Minimal
Well-balanced,Almost daily,Predictable,High,Slight impact,Controlled,Managing,Weak,Satisfied and clear,Delay starting,Occasionally,Analyze and fix,Often,Comfortable,Sometimes unclear,Frequent,High,Not refreshed,Comfortable,Noticeable
High,Occasionally,Mostly predictable,Low,Improve productivity,Busy,In control,Strong,Mentally drained,Clarify immediately,Frequently,Analyze and fix,Always,Uncomfortable,Mostly clear,Rare,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Sometimes unpredictable,Moderate,Improve productivity,Busy,In control,Moderate,Mentally drained,Delay starting,Rarely,Feel stressed,Always,Comfortable,Often unclear,Occasional,High,Mostly refreshed,Uncomfortable,Mild
High,Occasionally,Mostly predictable,Moderate,Reduce productivity,Controlled,In control,Very weak,Slightly tired,Clarify immediately,Rarely,Feel stressed,Always,Slightly uncomfortable,Clear,Frequent,High,Not refreshed,Comfortable,Mild
Very high,Frequently,Predictable,High,Improve productivity,Hectic,Struggling,Moderate,Slightly tired,Try to figure out,Occasionally,Adjust quickly,Often,Very comfortable,Mostly clear,Frequent,Moderate,Fully refreshed,Noticeable strain,Minimal
Slightly High,Frequently,Predictable,Moderate,Improve productivity,Controlled,In control,Strong,Overwhelmed,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Occasional,Low,Mostly refreshed,Noticeable strain,Mild
Slightly high,Almost Daily,Predictable,High,Reduce productivity,Controlled,Managing,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Often,Uncomfortable,Mostly clear,Rare,High,Fully refreshed,Noticeable strain,Minimal
Slightly high,Frequently,Mostly predictable,High,Reduce productivity,Controlled,In control,Very weak,Satisfied and clear,Clarify immediately,Frequently,Adjust quickly,Often,Comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Predictable,No control,Major disruption,Controlled,Managing,Strong,Satisfied and clear,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Not refreshed,Comfortable,Minimal
Well-balanced,Frequently,Predictable,Moderate,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Always,Uncomfortable,Mostly clear,Rare,High,Fully refreshed,Noticeable strain,Mild
High,Occasionally,Predictable,High,Improve productivity,Controlled,Managing,Moderate,Overwhelmed,Try to figure out,Frequently,Analyze and fix,Often,Very comfortable,Clear,Rare,Low,Mostly refreshed,Comfortable,Noticeable
Well-balanced,Rarely,Mostly predictable,No control,Improve productivity,Busy,In control,Strong,Overwhelmed,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Mostly clear,Frequent,Moderate,Mostly refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Predictable,High,Improve productivity,Busy,Overwhelmed,Strong,Mentally drained,Clarify immediately,Frequently,Analyze and fix,Always,Comfortable,Clear,Occasional,High,Mostly refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Highly unpredictable,High,Reduce productivity,Controlled,In control,Weak,Mentally drained,Try to figure out,Occasionally,Adjust quickly,Always,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Slight discomfort,High
Well-balanced,Occasionally,Predictable,Low,Slight impact,Busy,In control,Moderate,Satisfied and clear,Delay starting,Rarely,Adjust quickly,Often,Comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Mild
Well-balanced,Occasionally,Predictable,Moderate,Improve productivity,Hectic,Struggling,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Sometimes unclear,Rare,Very low,Mostly refreshed,Comfortable,Noticeable
Well-balanced,Occasionally,Mostly predictable,Low,Slight impact,Controlled,Struggling,Moderate,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Often,Very comfortable,Sometimes unclear,Rare,Moderate,Mostly refreshed,Comfortable,Mild
Well-balanced,Rarely,Sometimes unpredictable,Moderate,Reduce productivity,Busy,Overwhelmed,Strong,Slightly tired,Delay starting,Constantly,Analyze and fix,Often,Comfortable,Mostly clear,Occasional,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Mostly predictable,Moderate,Slight impact,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Slightly uncomfortable,Clear,Constant,Moderate,Slightly refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Mostly predictable,Moderate,Reduce productivity,Controlled,In control,Moderate,Satisfied and clear,Clarify immediately,Frequently,Adjust quickly,Always,Uncomfortable,Mostly clear,Rare,High,Fully refreshed,Uncomfortable,Minimal
Well-balanced,Rarely,Predictable,Moderate,Slight impact,Controlled,In control,Very weak,Satisfied and clear,Delay starting,Occasionally,Adjust quickly,Sometimes,Comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Mild
Well-balanced,Rarely,Mostly predictable,High,Reduce productivity,Controlled,Managing,Weak,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Sometimes unclear,Occasional,High,Fully refreshed,Comfortable,Noticeable
Slightly high,Almost Daily,Highly unpredictable,High,Improve productivity,Busy,Struggling,Strong,Satisfied and clear,Clarify immediately,Rarely,Feel stressed,Often,Comfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,High
High,Occasionally,Mostly predictable,High,Improve productivity,Controlled,Overwhelmed,Moderate,Mentally drained,Delay starting,Rarely,Feel stressed,Always,Slightly uncomfortable,Mostly clear,Rare,Moderate,Mostly refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,High,Reduce productivity,Controlled,Managing,Weak,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Sometimes,Uncomfortable,Mostly clear,Frequent,Low,Slightly refreshed,Comfortable,Minimal
Well-balanced,Frequently,Predictable,Moderate,Major disruption,Controlled,In control,Moderate,Satisfied and clear,Delay starting,Constantly,Analyze and fix,Always,Slightly uncomfortable,Mostly clear,Occasional,Moderate,Fully refreshed,Uncomfortable,Minimal
Well-balanced,Frequently,Mostly predictable,High,Improve productivity,Hectic,Managing,Strong,Overwhelmed,Clarify immediately,Rarely,Feel stressed,Often,Very comfortable,Mostly clear,Occasional,High,Fully refreshed,Noticeable strain,Mild
Well-balanced,Rarely,Predictable,High,Slight impact,Controlled,In control,Moderate,Satisfied and clear,Clarify immediately,Constantly,Analyze and fix,Always,Comfortable,Mostly clear,Rare,High,Mostly refreshed,Uncomfortable,Mild
Well-balanced,Occasionally,Sometimes unpredictable,High,Improve productivity,Hectic,Managing,Strong,Overwhelmed,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Not refreshed,Uncomfortable,Mild
Well-balanced,Rarely,Sometimes unpredictable,Moderate,Improve productivity,Controlled,Struggling,Strong,Mentally drained,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Mostly clear,Occasional,High,Not refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Slight impact,Controlled,Struggling,Very weak,Mentally drained,Avoid it,Rarely,Adjust quickly,Always,Uncomfortable,Clear,Frequent,Low,Slightly refreshed,Slight discomfort,Minimal
Slightly high,Frequently,Mostly predictable,Moderate,Reduce productivity,Hectic,Managing,Weak,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Often,Uncomfortable,Mostly clear,Rare,Moderate,Mostly refreshed,Noticeable strain,Noticeable
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Controlled,Struggling,Weak,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Clear,Rare,Very low,Fully refreshed,Comfortable,Minimal
Very high,Rarely,Predictable,Low,Improve productivity,Controlled,In control,Strong,Mentally drained,Try to figure out,Occasionally,Adjust quickly,Sometimes,Slightly uncomfortable,Clear,Rare,Moderate,Mostly refreshed,Comfortable,Minimal
Slightly high,Occasionally,Sometimes unpredictable,High,Reduce productivity,Busy,In control,Strong,Mentally drained,Delay starting,Occasionally,Adjust quickly,Sometimes,Very comfortable,Clear,Occasional,High,Not refreshed,Slight discomfort,Noticeable
Well-balanced,Rarely,Predictable,High,Major disruption,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Sometimes,Very comfortable,Mostly clear,Occasional,High,Fully refreshed,Comfortable,Minimal
Slightly high,Rarely,Sometimes unpredictable,Moderate,Improve productivity,Controlled,In control,Moderate,Slightly tired,Delay starting,Rarely,Analyze and fix,Sometimes,Very comfortable,Mostly clear,Occasional,High,Fully refreshed,Noticeable strain,Noticeable
Well-balanced,Frequently,Mostly predictable,Low,Improve productivity,Controlled,In control,Weak,Overwhelmed,Try to figure out,Rarely,Adjust quickly,Often,Comfortable,Clear,Frequent,Low,Mostly refreshed,Slight discomfort,High
Well-balanced,Occasionally,Predictable,Low,Reduce productivity,Hectic,Managing,Very weak,Satisfied and clear,Delay starting,Constantly,Analyze and fix,Often,Very comfortable,Clear,Rare,Moderate,Slightly refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Predictable,Low,Reduce productivity,Controlled,Managing,Very weak,Slightly tired,Clarify immediately,Frequently,Adjust quickly,Always,Very comfortable,Clear,Frequent,High,Slightly refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,No control,Improve productivity,Hectic,In control,Weak,Slightly tired,Try to figure out,Frequently,Adjust quickly,Always,Very comfortable,Clear,Occasional,Very low,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Improve productivity,Busy,Managing,Strong,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Occasional,Very low,Fully refreshed,Comfortable,Mild
Well-balanced,Occasionally,Mostly predictable,High,Slight impact,Controlled,In control,Weak,Satisfied and clear,Delay starting,Frequently,Adjust quickly,Often,Slightly uncomfortable,Clear,Occasional,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,High,Improve productivity,Hectic,In control,Moderate,Satisfied and clear,Try to figure out,Rarely,Feel stressed,Sometimes,Slightly uncomfortable,Clear,Frequent,High,Mostly refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Predictable,High,Slight impact,Hectic,Struggling,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Frequent,Moderate,Fully refreshed,Comfortable,Minimal
High,Rarely,Mostly predictable,High,Reduce productivity,Busy,Struggling,Strong,Slightly tired,Try to figure out,Frequently,Avoid dealing,Always,Very comfortable,Clear,Rare,Moderate,Fully refreshed,Noticeable strain,Minimal
Slightly high,Almost daily,Predictable,High,Reduce productivity,Busy,In control,Moderate,Overwhelmed,Try to figure out,Frequently,Analyze and fix,Always,Very comfortable,Mostly clear,Rare,High,Mostly refreshed,Noticeable strain,Minimal
Very high,Rarely,Predictable,High,Improve productivity,Controlled,Managing,Moderate,Mentally drained,Try to figure out,Rarely,Adjust quickly,Often,Very comfortable,Mostly clear,Occasional,High,Fully refreshed,Comfortable,Mild
Well-balanced,Frequently,Mostly predictable,Moderate,Slight impact,Controlled,Struggling,Moderate,Mentally drained,Avoid it,Occasionally,Adjust quickly,Often,Very comfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Sometimes unpredictable,High,Improve productivity,Hectic,Managing,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Clear,Occasional,High,Fully refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Mostly predictable,Moderate,Improve productivity,Busy,In control,Moderate,Overwhelmed,Try to figure out,Frequently,Adjust quickly,Always,Very comfortable,Clear,Occasional,Very low,Mostly refreshed,Slight discomfort,Mild
Slightly high,Rarely,Predictable,Moderate,Improve productivity,Controlled,Managing,Weak,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Often,Comfortable,Mostly clear,Occasional,High,Fully refreshed,Slight discomfort,Noticeable
Well-balanced,Frequently,Highly unpredictable,High,Slight impact,Controlled,Struggling,Weak,Mentally drained,Clarify immediately,Frequently,Adjust quickly,Always,Slightly uncomfortable,Sometimes unclear,Rare,High,Fully refreshed,Comfortable,Minimal
High,Occasionally,Predictable,Low,Reduce productivity,Controlled,Managing,Very weak,Mentally drained,Try to figure out,Occasionally,Analyze and fix,Always,Very comfortable,Mostly clear,Rare,Moderate,Not refreshed,Comfortable,Mild
Well-balanced,Almost daily,Mostly predictable,No control,Improve productivity,Controlled,Struggling,Moderate,Slightly tired,Avoid it,Rarely,Adjust quickly,Often,Uncomfortable,Mostly clear,Occasional,High,Mostly refreshed,Noticeable strain,High
Well-balanced,Occasionally,Sometimes unpredictable,Low,Improve productivity,Busy,In control,Strong,Mentally drained,Delay starting,Rarely,Analyze and fix,Often,Very comfortable,Mostly clear,Occasional,High,Mostly refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,High,Improve productivity,Busy,Overwhelmed,Strong,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Sometimes unclear,Rare,High,Not refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Predictable,Moderate,Slight impact,Controlled,In control,Moderate,Slightly tired,Try to figure out,Rarely,Adjust quickly,Often,Comfortable,Clear,Occasional,Low,Fully refreshed,Uncomfortable,Noticeable
Well-balanced,Occasionally,Predictable,High,Improve productivity,Hectic,In control,Strong,Mentally drained,Try to figure out,Occasionally,Analyze and fix,Always,Comfortable,Clear,Occasional,Low,Mostly refreshed,Comfortable,Minimal
Slightly high,Occasionally,Sometimes unpredictable,No control,Major disruption,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Comfortable,Often unclear,Rare,High,Fully refreshed,Noticeable strain,Mild
Well-balanced,Rarely,Highly unpredictable,Low,Reduce productivity,Controlled,In control,Weak,Satisfied and clear,Try to figure out,Frequently,Adjust quickly,Always,Slightly uncomfortable,Clear,Frequent,Moderate,Fully refreshed,Slight discomfort,Mild
High,Rarely,Mostly predictable,No control,Improve productivity,Hectic,In control,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Slightly uncomfortable,Clear,Occasional,High,Slightly refreshed,Slight discomfort,Noticeable
Slightly high,Occasionally,Predictable,High,Slight impact,Controlled,In control,Strong,Slightly tired,Delay starting,Rarely,Feel stressed,Sometimes,Comfortable,Mostly clear,Rare,Moderate,Mostly refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Sometimes unpredictable,High,Improve productivity,Controlled,In control,Weak,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Mostly clear,Occasional,Low,Mostly refreshed,Comfortable,Mild
Very high,Rarely,Sometimes unpredictable,Moderate,Improve productivity,Hectic,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Mostly refreshed,Noticeable strain,Mild
High,Occasionally,Highly unpredictable,High,Reduce productivity,Busy,Struggling,Very weak,Slightly tired,Clarify immediately,Frequently,Adjust quickly,Always,Slightly uncomfortable,Clear,Occasional,High,Slightly refreshed,Comfortable,Mild
Slightly high,Occasionally,Mostly predictable,High,Improve productivity,Busy,In control,Moderate,Satisfied and clear,Clarify immediately,Rarely,Feel stressed,Always,Very comfortable,Sometimes unclear,Constant,High,Slightly refreshed,Uncomfortable,Mild
Slightly high,Occasionally,Sometimes unpredictable,Low,Slight impact,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Constantly,Adjust quickly,Often,Slightly uncomfortable,Mostly clear,Rare,High,Fully refreshed,Uncomfortable,Minimal
Well-balanced,Occasionally,Sometimes unpredictable,High,Improve productivity,Controlled,In control,Moderate,Slightly tired,Try to figure out,Rarely,Analyze and fix,Often,Very comfortable,Sometimes unclear,Rare,Moderate,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Sometimes unpredictable,Low,Improve productivity,Hectic,Managing,Weak,Slightly tired,Try to figure out,Frequently,Analyze and fix,Always,Very comfortable,Mostly clear,Occasional,High,Fully refreshed,Noticeable strain,Mild
Slightly high,Rarely,Highly unpredictable,No control,Improve productivity,Chaotic,Struggling,Weak,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Always,Uncomfortable,Clear,Occasional,High,Fully refreshed,Slight discomfort,Mild
Slightly high,Rarely,Sometimes unpredictable,High,Slight impact,Busy,Overwhelmed,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,Moderate,Mostly refreshed,Slight discomfort,Minimal
