Q1,Q2,Q3,Q4,Q5,Q6,Q10,Q11,Q12,Q13,Q14,Q15,Q19,Q20,Q21,Q22,Q25,Q26,Q27,Q28
High,Rarely,Predictable,High,Improve productivity,Controlled,Struggling,Strong,Satisfied and clear,Try to figure out,Rarely,Feel stressed,Often,Very comfortable,Mostly clear,Rare,Moderate,Mostly refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Predictable,High,Slight impact,Busy,Managing,Strong,Mentally drained,Try to figure out,Rarely,Feel stressed,Often,Comfortable,Clear,Rare,Low,Mostly refreshed,Slight discomfort,Mild
Slightly high,Rarely,Predictable,High,Improve productivity,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Clear,Rare,Moderate,Fully refreshed,Uncomfortable,Mild
Slightly high,Rarely,Mostly predictable,High,Improve productivity,Busy,In control,Strong,Slightly tired,Clarify immediately,Frequently,Analyze and fix,Often,Very comfortable,Clear,Rare,Low,Fully refreshed,Slight discomfort,High
High,Rarely,Mostly predictable,Moderate,Slight impact,Controlled,In control,Very weak,Slightly tired,Delay starting,Frequently,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Mostly refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Busy,Managing,Strong,Slightly tired,Delay starting,Rarely,Adjust quickly,Always,Comfortable,Clear,Rare,High,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Occasionally,Mostly predictable,Moderate,Reduce productivity,Controlled,In control,Moderate,Slightly tired,Try to figure out,Frequently,Analyze and fix,Always,Very comfortable,Clear,Rare,Low,Fully refreshed,Comfortable,Mild
Well-balanced,Occasionally,Mostly predictable,High,Slight impact,Hectic,In control,Moderate,Slightly tired,Try to figure out,Occasionally,Adjust quickly,Always,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Mostly predictable,High,Slight impact,Hectic,Overwhelmed,Moderate,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Mostly clear,Occasional,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Mostly predictable,Moderate,Improve productivity,Busy,In control,Strong,Satisfied and clear,Delay starting,Frequently,Analyze and fix,Always,Comfortable,Mostly clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
High,Occasionally,Predictable,High,Slight impact,Controlled,Managing,Weak,Mentally drained,Try to figure out,Occasionally,Analyze and fix,Often,Comfortable,Sometimes unclear,Occasional,High,Mostly refreshed,Comfortable,Mild
Well-balanced,Occasionally,Predictable,Moderate,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Always,Slightly uncomfortable,Often unclear,Rare,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,High,Reduce productivity,Controlled,Struggling,Strong,Slightly tired,Try to figure out,Occasionally,Adjust quickly,Always,Comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,Moderate,Slight impact,Controlled,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Uncomfortable,Clear,Frequent,Moderate,Fully refreshed,Noticeable strain,Noticeable
Well-balanced,Rarely,Sometimes unpredictable,High,Improve productivity,Busy,Managing,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Frequent,Low,Fully refreshed,Noticeable strain,Mild
Well-balanced,Rarely,Predictable,Moderate,Major disruption,Controlled,In control,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,Low,Mostly refreshed,Comfortable,Mild
Well-balanced,Rarely,Mostly predictable,High,Slight impact,Controlled,In control,Strong,Overwhelmed,Clarify immediately,Frequently,Analyze and fix,Sometimes,Very comfortable,Mostly clear,Occasional,High,Mostly refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Predictable,High,Major disruption,Busy,Managing,Moderate,Slightly tired,Try to figure out,Occasionally,Adjust quickly,Often,Very comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Highly unpredictable,Moderate,Improve productivity,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Mostly clear,Frequent,High,Slightly refreshed,Noticeable strain,Minimal
Well-balanced,Occasionally,Sometimes unpredictable,High,Improve productivity,Controlled,Managing,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,High,Reduce productivity,Controlled,In control,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Sometimes,Very comfortable,Clear,Rare,High,Mostly refreshed,Noticeable strain,Mild
Very high,Rarely,Predictable,High,Improve productivity,Controlled,In control,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Mild
Slightly high,Almost daily,Predictable,High,Slight impact,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Occasional,High,Fully refreshed,Uncomfortable,Minimal
Well-balanced,Frequently,Predictable,High,Improve productivity,Hectic,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Clear,Occasional,Moderate,Fully refreshed,Noticeable strain,Noticeable
Slightly High,Rarely,Sometimes unpredictable,High,Reduce productivity,Controlled,In control,Weak,Slightly tired,Try to figure out,Occasionally,Avoid dealing,Always,Very comfortable,Clear,Frequent,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Hectic,Managing,Strong,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Often,Comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Minimal
Slightly high,Occasionally,Predictable,High,Improve productivity,Busy,Managing,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Feel stressed,Often,Comfortable,Mostly clear,Occasional,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Predictable,High,Slight impact,Busy,In control,Very weak,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Occasional,Moderate,Fully refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Mostly predictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Rare,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Mostly predictable,Low,Improve productivity,Hectic,Managing,Strong,Mentally drained,Clarify immediately,Frequently,Analyze and fix,Often,Comfortable,Clear,Rare,High,Mostly refreshed,Comfortable,Minimal
Slightly High,Rarely,Predictable,High,Improve productivity,Controlled,Struggling,Weak,Slightly tired,Try to figure out,Rarely,Analyze and fix,Often,Comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Mild
Slightly high,Rarely,Predictable,Low,Reduce productivity,Controlled,Overwhelmed,Strong,Slightly tired,Delay starting,Constantly,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Minimal
High,Rarely,Predictable,Moderate,Improve productivity,Controlled,Struggling,Moderate,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Always,Comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
High,Rarely,Sometimes unpredictable,Moderate,Major disruption,Busy,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Feel stressed,Always,Comfortable,Clear,Occasional,Very low,Slightly refreshed,Noticeable strain,Minimal
Slightly high,Occasionally,Mostly predictable,High,Reduce productivity,Busy,In control,Strong,Overwhelmed,Try to figure out,Rarely,Feel stressed,Always,Comfortable,Clear,Rare,Very low,Mostly refreshed,Noticeable strain,Minimal
Slightly high,Occasionally,Predictable,High,Slight impact,Controlled,Struggling,Strong,Mentally drained,Delay starting,Rarely,Adjust quickly,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Mild
Well-balanced,Rarely,Mostly predictable,High,Improve productivity,Busy,Managing,Strong,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Always,Comfortable,Clear,Frequent,Moderate,Slightly refreshed,Comfortable,Minimal
Slightly high,Rarely,Mostly predictable,Moderate,Improve productivity,Busy,In control,Strong,Slightly tired,Try to figure out,Constantly,Feel stressed,Always,Very comfortable,Clear,Occasional,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Predictable,High,Reduce productivity,Controlled,In control,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Mostly clear,Rare,Low,Mostly refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Hectic,In control,Weak,Satisfied and clear,Delay starting,Rarely,Adjust quickly,Often,Comfortable,Clear,Frequent,High,Mostly refreshed,Noticeable strain,Mild
Slightly high,Occasionally,Predictable,High,Slight impact,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Mostly clear,Frequent,High,Mostly refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,High,Slight impact,Controlled,Struggling,Strong,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Mostly predictable,Moderate,Improve productivity,Controlled,Struggling,Moderate,Mentally drained,Try to figure out,Frequently,Analyze and fix,Often,Comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Mild
Well-balanced,Occasionally,Mostly predictable,Moderate,Slight impact,Busy,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Often,Very comfortable,Clear,Rare,High,Mostly refreshed,Comfortable,Minimal
Very high,Rarely,Sometimes unpredictable,Moderate,Improve productivity,Busy,In control,Weak,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Rare,Low,Mostly refreshed,Slight discomfort,Mild
Slightly high,Occasionally,Mostly predictable,High,Improve productivity,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Sometimes,Very comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Mostly predictable,Moderate,Improve productivity,Busy,Managing,Weak,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Rare,Moderate,Slightly refreshed,Comfortable,Minimal
Slightly high,Rarely,Sometimes unpredictable,No control,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Delay starting,Rarely,Analyze and fix,Always,Slightly uncomfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Mostly predictable,Moderate,Improve productivity,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Sometimes,Very comfortable,Clear,Rare,Moderate,Fully refreshed,Comfortable,Mild
Well-balanced,Rarely,Mostly predictable,High,Slight impact,Busy,Managing,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Rare,High,Fully refreshed,Noticeable strain,Minimal
High,Frequently,Highly unpredictable,Moderate,Improve productivity,Busy,Managing,Strong,Slightly tired,Try to figure out,Rarely,Feel stressed,Always,Slightly uncomfortable,Clear,Rare,High,Fully refreshed,Comfortable,Mild
Well-balanced,Frequently,Predictable,High,Reduce productivity,Controlled,In control,Very weak,Slightly tired,Try to figure out,Frequently,Analyze and fix,Always,Very comfortable,Clear,Constant,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Predictable,High,Improve productivity,Controlled,In control,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Mostly predictable,High,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Delay starting,Occasionally,Adjust quickly,Always,Very comfortable,Clear,Occasional,High,Fully refreshed,Noticeable strain,Mild
Well-balanced,Occasionally,Sometimes unpredictable,High,Slight impact,Controlled,In control,Strong,Slightly tired,Try to figure out,Rarely,Adjust quickly,Often,Slightly uncomfortable,Clear,Rare,High,Mostly refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Mostly predictable,High,Slight impact,Controlled,In control,Strong,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Often unclear,Frequent,High,Mostly refreshed,Comfortable,Noticeable
Slightly high,Occasionally,Predictable,Moderate,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Try to figure out,Rarely,Feel stressed,Always,Comfortable,Clear,Occasional,Moderate,Mostly refreshed,Noticeable strain,Minimal
High,Frequently,Sometimes unpredictable,High,Improve productivity,Controlled,Managing,Moderate,Satisfied and clear,Clarify immediately,Constantly,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Mostly predictable,High,Improve productivity,Busy,In control,Strong,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Mostly clear,Occasional,High,Mostly refreshed,Comfortable,Mild
Slightly high,Occasionally,Mostly predictable,Moderate,Improve productivity,Busy,In control,Moderate,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Slightly uncomfortable,Sometimes unclear,Rare,High,Slightly refreshed,Comfortable,Minimal
Slightly high,Rarely,Sometimes unpredictable,Low,Reduce productivity,Hectic,Managing,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Often,Very comfortable,Clear,Rare,Moderate,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Predictable,High,Slight impact,Busy,Struggling,Moderate,Slightly tired,Try to figure out,Occasionally,Analyze and fix,Always,Comfortable,Clear,Occasional,Moderate,Slightly refreshed,Uncomfortable,Mild
High,Rarely,Predictable,High,Improve productivity,Controlled,Managing,Weak,Slightly tired,Avoid it,Rarely,Adjust quickly,Sometimes,Very comfortable,Clear,Occasional,Moderate,Fully refreshed,Comfortable,Mild
Slightly high,Rarely,Sometimes unpredictable,Moderate,Slight impact,Busy,Managing,Strong,Satisfied and clear,Avoid it,Rarely,Analyze and fix,Often,Very comfortable,Clear,Constant,High,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Frequently,Predictable,Moderate,Improve productivity,Controlled,In control,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Mild
High,Occasionally,Mostly predictable,High,Slight impact,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Often,Comfortable,Often unclear,Occasional,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Sometimes unpredictable,Moderate,Slight impact,Controlled,Managing,Strong,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Occasional,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Sometimes unpredictable,Low,Slight impact,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Comfortable,Clear,Rare,Moderate,Fully refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Mostly predictable,High,Slight impact,Busy,In control,Weak,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Always,Comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Frequently,Highly unpredictable,Moderate,Improve productivity,Busy,In control,Moderate,Slightly tired,Clarify immediately,Frequently,Analyze and fix,Always,Comfortable,Clear,Rare,High,Slightly refreshed,Comfortable,Mild
Well-balanced,Occasionally,Mostly predictable,Moderate,Improve productivity,Controlled,Managing,Moderate,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Occasional,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Mostly predictable,High,Improve productivity,Busy,Managing,Strong,Mentally drained,Clarify immediately,Rarely,Adjust quickly,Often,Very comfortable,Clear,Rare,Very low,Fully refreshed,Noticeable strain,Noticeable
Well-balanced,Occasionally,Predictable,Moderate,Improve productivity,Busy,Managing,Strong,Mentally drained,Clarify immediately,Occasionally,Avoid dealing,Often,Comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Mostly predictable,High,Improve productivity,Controlled,In control,Strong,Mentally drained,Clarify immediately,Rarely,Adjust quickly,Often,Very comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Mild
Well-balanced,Rarely,Mostly predictable,Moderate,Reduce productivity,Busy,In control,Moderate,Satisfied and clear,Delay starting,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Occasional,High,Mostly refreshed,Uncomfortable,Mild
Slightly high,Rarely,Mostly predictable,Moderate,Improve productivity,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Mostly clear,Frequent,High,Fully refreshed,Slight discomfort,Mild
Slightly high,Rarely,Mostly predictable,High,Slight impact,Controlled,Managing,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Sometimes,Comfortable,Clear,Rare,Moderate,Fully refreshed,Comfortable,Mild
Well-balanced,Almost daily,Mostly predictable,High,Improve productivity,Controlled,In control,Weak,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Comfortable,Mostly clear,Rare,Moderate,Slightly refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Predictable,Moderate,Slight impact,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Predictable,High,Slight impact,Busy,In control,Strong,Slightly tired,Try to figure out,Occasionally,Analyze and fix,Always,Very comfortable,Often unclear,Frequent,High,Fully refreshed,Comfortable,Noticeable
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Hectic,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Sometimes,Very comfortable,Mostly clear,Occasional,High,Not refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Predictable,High,Improve productivity,Controlled,In control,Strong,Mentally drained,Delay starting,Frequently,Analyze and fix,Always,Slightly uncomfortable,Mostly clear,Rare,Moderate,Mostly refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Mostly predictable,High,Improve productivity,Controlled,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Often,Comfortable,Clear,Frequent,Moderate,Mostly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,Low,Improve productivity,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Predictable,High,Improve productivity,Busy,In control,Strong,Slightly tired,Try to figure out,Occasionally,Adjust quickly,Always,Comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Noticeable
Well-balanced,Occasionally,Predictable,High,Improve productivity,Hectic,In control,Moderate,Satisfied and clear,Clarify immediately,Frequently,Analyze and fix,Often,Slightly uncomfortable,Clear,Frequent,Moderate,Fully refreshed,Slight discomfort,Minimal
Slightly high,Frequently,Predictable,High,Improve productivity,Hectic,Managing,Weak,Mentally drained,Try to figure out,Occasionally,Analyze and fix,Always,Comfortable,Clear,Occasional,High,Mostly refreshed,Comfortable,Minimal
High,Frequently,Predictable,High,Slight impact,Controlled,In control,Strong,Overwhelmed,Clarify immediately,Rarely,Feel stressed,Often,Very comfortable,Clear,Rare,Very low,Fully refreshed,Noticeable strain,Noticeable
Well-balanced,Occasionally,Predictable,High,Slight impact,Controlled,Managing,Strong,Overwhelmed,Clarify immediately,Occasionally,Feel stressed,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Uncomfortable,Mild
Well-balanced,Occasionally,Mostly predictable,High,Improve productivity,Busy,In control,Moderate,Satisfied and clear,Delay starting,Occasionally,Adjust quickly,Always,Comfortable,Often unclear,Occasional,High,Fully refreshed,Noticeable strain,Noticeable
Slightly high,Occasionally,Mostly predictable,Moderate,Improve productivity,Hectic,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Mostly refreshed,Comfortable,Minimal
High,Frequently,Predictable,High,Improve productivity,Hectic,Overwhelmed,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,Moderate,Mostly refreshed,Comfortable,Minimal
Slightly high,Rarely,Mostly predictable,High,Improve productivity,Busy,Managing,Strong,Slightly tired,Clarify immediately,Occasionally,Adjust quickly,Often,Comfortable,Sometimes unclear,Frequent,High,Mostly refreshed,Comfortable,Minimal
Slightly high,Rarely,Mostly predictable,High,Slight impact,Controlled,In control,Strong,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Often,Slightly uncomfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Mild
Slightly high,Rarely,Mostly predictable,High,Slight impact,Busy,Managing,Strong,Slightly tired,Try to figure out,Rarely,Adjust quickly,Always,Very comfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Frequently,Predictable,Moderate,Improve productivity,Controlled,Managing,Very weak,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Sometimes,Very comfortable,Clear,Rare,High,Mostly refreshed,Comfortable,Noticeable
Slightly high,Occasionally,Mostly predictable,Moderate,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Clarify immediately,Frequently,Adjust quickly,Always,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Noticeable strain,Minimal
Slightly high,Occasionally,Predictable,Moderate,Major disruption,Controlled,In control,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Comfortable,Clear,Occasional,Low,Mostly refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Mostly predictable,Moderate,Slight impact,Controlled,Managing,Strong,Mentally drained,Delay starting,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Occasional,Moderate,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Mostly predictable,Moderate,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Rarely,Very comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Minimal
Very high,Rarely,Predictable,Low,Slight impact,Controlled,In control,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Clear,Occasional,High,Mostly refreshed,Comfortable,Mild
Well-balanced,Occasionally,Mostly predictable,High,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Mostly predictable,High,Slight impact,Hectic,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Feel stressed,Often,Very comfortable,Mostly clear,Occasional,High,Mostly refreshed,Comfortable,Mild
Well-balanced,Rarely,Mostly predictable,Moderate,Reduce productivity,Controlled,Overwhelmed,Moderate,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Not refreshed,Noticeable strain,Minimal
Slightly high,Occasionally,Predictable,High,Reduce productivity,Controlled,Managing,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Occasional,Moderate,Fully refreshed,Comfortable,Noticeable
Well-balanced,Rarely,Mostly predictable,High,Slight impact,Chaotic,Managing,Very weak,Satisfied and clear,Delay starting,Occasionally,Analyze and fix,Often,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Mild
Slightly high,Occasionally,Predictable,High,Slight impact,Hectic,In control,Moderate,Satisfied and clear,Clarify immediately,Frequently,Analyze and fix,Always,Comfortable,Clear,Rare,Very low,Mostly refreshed,Comfortable,Minimal
Slightly high,Rarely,Sometimes unpredictable,Moderate,Major disruption,Busy,In control,Moderate,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Comfortable,Clear,Occasional,Low,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Highly unpredictable,High,Improve productivity,Busy,Managing,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Occasional,High,Mostly refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Mostly predictable,High,Improve productivity,Busy,In control,Moderate,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Mostly clear,Occasional,High,Fully refreshed,Noticeable strain,High
Well-balanced,Occasionally,Predictable,High,Improve productivity,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Rarely,Comfortable,Clear,Rare,Moderate,Slightly refreshed,Comfortable,Noticeable
Well-balanced,Rarely,Predictable,Low,Slight impact,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Rarely,Comfortable,Clear,Rare,High,Slightly refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,High,Improve productivity,Hectic,In control,Moderate,Mentally drained,Clarify immediately,Frequently,Adjust quickly,Often,Very comfortable,Clear,Occasional,Moderate,Mostly refreshed,Slight discomfort,Noticeable
Slightly high,Rarely,Predictable,Low,Improve productivity,Controlled,In control,Strong,Mentally drained,Clarify immediately,Rarely,Adjust quickly,Often,Very comfortable,Clear,Frequent,High,Mostly refreshed,Comfortable,Mild
Slightly high,Occasionally,Predictable,Low,Reduce productivity,Chaotic,In control,Moderate,Overwhelmed,Clarify immediately,Rarely,Analyze and fix,Always,Slightly uncomfortable,Clear,Rare,High,Mostly refreshed,Comfortable,Mild
Well-balanced,Occasionally,Mostly predictable,High,Reduce productivity,Controlled,In control,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Slightly uncomfortable,Clear,Rare,High,Mostly refreshed,Slight discomfort,Mild
Very high,Frequently,Predictable,Moderate,Improve productivity,Busy,Struggling,Moderate,Mentally drained,Try to figure out,Rarely,Adjust quickly,Always,Slightly uncomfortable,Mostly clear,Occasional,Low,Fully refreshed,Slight discomfort,High
Well-balanced,Occasionally,Predictable,High,Slight impact,Controlled,In control,Strong,Slightly tired,Try to figure out,Frequently,Analyze and fix,Always,Slightly uncomfortable,Clear,Occasional,Very low,Mostly refreshed,Comfortable,Mild
Slightly high,Rarely,Mostly predictable,Low,Improve productivity,Chaotic,Struggling,Moderate,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Mild
Slightly high,Rarely,Predictable,High,Improve productivity,Controlled,Managing,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Clear,Occasional,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Sometimes unpredictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Frequently,Adjust quickly,Always,Very comfortable,Clear,Occasional,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Slight impact,Controlled,Overwhelmed,Strong,Slightly tired,Try to figure out,Rarely,Adjust quickly,Often,Very comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,High
Slightly High,Rarely,Sometimes unpredictable,Moderate,Improve productivity,Busy,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Adjust quickly,Always,Uncomfortable,Clear,Rare,High,Mostly refreshed,Slight discomfort,Minimal
High,Frequently,Predictable,High,Improve productivity,Controlled,Struggling,Moderate,Mentally drained,Clarify immediately,Frequently,Analyze and fix,Always,Comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Noticeable
